get	6.586941704650464
set	6.571802305477129
getting	6.466519598174012
running	6.448303635541068
up	6.443123465518624
lay	6.414612891194449
loose	6.389866951724601
re	6.356506645539276
pulling	6.349537330248603
bust	6.294705612349803
run	6.294580712541359
anti	6.246943770826888
pull	6.209367796228664
fit	6.208369113019175
gettin	6.162493324231216
snap	6.158292921453223
messing	6.109929503127994
setting	6.1070000891889435
popping	6.097764414887195
blown	6.075810953302295
stand	6.064979156441989
breaking	6.031454138185749
spread	6.025092175128389
kicking	6.003266293122865
laying	5.998793974722849
kick	5.985839278502649
roll	5.971221275581916
turning	5.963245852485143
sticking	5.963242303452444
hit	5.959160166302211
fancy	5.9519919059745465
stick	5.9460747432416685
blowing	5.936676583223537
stepping	5.934773591855945
riding	5.933325661536845
slip	5.930463675164933
out	5.925576780188194
gon	5.9194308865164595
will	5.914702526661325
cracking	5.914556920811352
put	5.9089851810908876
putting	5.8912370440628425
whack	5.887338432761171
busting	5.87747568048882
laid	5.870618488377607
mess	5.857321146372299
gotten	5.8569535836841125
sneaking	5.85378825915081
swinging	5.848915435937483
hanging	5.8468527864694355
turned	5.8404222919956155
cleared	5.837184487284401
turn	5.83578645670697
popped	5.826626822184015
fucking	5.824526124928142
down	5.821538766743462
wo	5.820959882249451
take	5.815044046764033
break	5.8133017138036465
flip	5.811152198076627
picking	5.799993313347381
busted	5.793557532139691
pre	5.790654905492315
haul	5.786341759437794
messed	5.786017993003912
drag	5.783205330905251
taking	5.779833178239382
pulled	5.770410369295313
would	5.764239863007209
sneak	5.756516490313006
cast	5.752453019398882
flipping	5.750146767546235
poke	5.741199405322691
off	5.733856012090686
shall	5.733309217695592
cut	5.722429767423405
cutting	5.716098173874278
wrap	5.715319679894862
crashing	5.7122630315626015
ride	5.709882377070874
poking	5.701885031790672
smack	5.700321827806545
squeeze	5.694359239066694
backed	5.685191541185336
hooked	5.665347653758696
moving	5.665140766520756
fooling	5.664180911638875
twist	5.659387048346139
shove	5.658756295936058
bring	5.655796237113392
beat	5.652528972388501
bent	5.649522644261557
driven	5.64625944534232
bloody	5.636164041612663
rolled	5.6360352271656895
walked	5.629562058099777
ran	5.624955244566245
pushing	5.624438972068992
grind	5.623240204668003
carried	5.619809660506704
blasted	5.614473512690816
blow	5.611959334440932
held	5.611015102785994
bringing	5.6022856910175705
holding	5.602214053609321
swing	5.598323172819168
reaching	5.597899503729923
rushing	5.597555452538677
clearing	5.5932272744620875
bound	5.5894492078713816
hitting	5.589275961788368
rack	5.588236129631579
sweep	5.581500678148094
leading	5.578927191622046
bounce	5.5710356118913404
make	5.5620130820304166
rolling	5.558848784610398
hooking	5.5583095232972575
hook	5.55243981789738
screwing	5.550186321196641
bump	5.538388114199404
draw	5.53754455141242
screw	5.5356124538016145
runnin	5.533120103055408
sucker	5.531597773700824
dropping	5.53110965051554
crank	5.528806991628239
standing	5.527486336655842
chattering	5.519787289947233
throwing	5.51914994457007
stir	5.5144880734435
creep	5.511332871705392
stretch	5.505172971548282
drawn	5.501630525597223
away	5.501418830645964
knock	5.501026872987187
stood	5.500762068926129
throw	5.4993238476372595
tear	5.497457341266321
foul	5.496177622712568
fuckin	5.493088412547734
lined	5.489843234144526
crack	5.484698981167625
nasty	5.479138690390514
grinding	5.4718185913339275
walk	5.47176328083449
creeping	5.468573867427091
winding	5.467922183796076
bouncing	5.464827014328252
jacked	5.463204767746017
dump	5.461881139917903
kept	5.4605451789650825
hustle	5.458638306240708
burst	5.456702956103811
scrape	5.453277295222229
swept	5.451272792798581
outs	5.450697689140084
tearing	5.448908250866459
taken	5.448853709616267
sets	5.447957233927399
cracked	5.447063072362767
rode	5.447001354672247
kicks	5.445915170669096
wired	5.444643859046611
move	5.444474709838323
used	5.444284402904241
grabbing	5.443765498209835
walking	5.443258287656081
stirring	5.440087791383672
smashing	5.438802603697134
carry	5.436754266850836
