his	5.94609755097897
up	5.638914668895794
fucking	5.610355388724645
get	5.540934605016284
its	5.533311121448586
take	5.258039993893942
set	5.245942729402961
getting	5.241629378370771
put	5.1906160590851504
break	5.177956041186879
fuckin	5.092867748851285
turn	5.065674520237202
gon	5.064419657475572
hit	5.0212344859555955
pass	4.9708574479939855
cut	4.964008434256224
's	4.92865221241194
been	4.925384692510476
keep	4.925151305694588
stick	4.921791884012002
be	4.886402350299966
shit	4.876346958172836
fucked	4.831410093038713
mess	4.776949879346907
the	4.7695869141973715
gets	4.763852073464339
throw	4.762799633190536
lay	4.76117405977785
it	4.761156884969535
roll	4.741669014100831
screw	4.735319871776619
goddamn	4.731953281004781
fuck	4.7226593241261945
does	4.717121853701072
taking	4.710035355830042
turned	4.708096973426707
spare	4.705842898430309
putting	4.695263144750524
down	4.68854376255317
make	4.686814022970979
laid	4.684915167469942
line	4.679288867442331
off	4.676837033911691
was	4.67634447579359
screwed	4.667021350325493
point	4.666374924889573
bust	4.663770619416622
gotten	4.659523790578432
throwing	4.645808241801081
took	4.627331505638898
turning	4.6247041134458655
being	4.62316039062682
goes	4.618782146946715
were	4.607998852933718
drop	4.600647739347418
kept	4.595272809886934
held	4.591962319469741
bloody	4.590951542861314
tear	4.568108869024841
messed	4.560966815110939
damn	4.553922965484652
taken	4.5400640339048195
piece	4.535438132824839
having	4.533695908034869
knocked	4.531846323731505
cast	4.526199651986088
charge	4.524353186722076
crap	4.515502213575427
picking	4.50895517117321
broke	4.504390888438598
stuff	4.472888464288897
made	4.46584428184273
am	4.462613173313602
keeping	4.462534273944312
well	4.460382255880776
pulled	4.445947673444668
ass	4.44266651924317
setting	4.441418618238851
covered	4.436622012465903
cross	4.425023004062586
crack	4.419814152867463
got	4.41510104882387
hits	4.407545320224908
is	4.397358853101462
takes	4.3953172180437186
yöur	4.389464870304927
did	4.386463011582934
running	4.383876354501009
cover	4.383081085578885
over	4.380367790869988
your	4.380181520233897
knock	4.37007322053009
breaking	4.366108901169007
picked	4.3560133348760175
bitch	4.344276214833428
pick	4.343830785667377
ride	4.341531495845892
hell	4.334584244503184
are	4.3292429436127176
sticking	4.32816297354165
favor	4.317404218925951
holding	4.311694742923908
hanging	4.2951068163076584
threw	4.2915290177901815
away	4.288666755718647
ripped	4.287342245099712
passing	4.280703912723847
pull	4.274839290665192
fit	4.264444274265205
blow	4.260319712014441
jerk	4.251813137661069
posted	4.24910140439818
breaks	4.247619609370133
turns	4.24393551966345
fix	4.239198031966724
hook	4.225880379862844
toss	4.225507230721107
swing	4.223836599259226
messing	4.209947842435787
deal	4.209821059715447
her	4.209775931432384
loose	4.207961639981699
around	4.203656890892785
blown	4.203492847331019
squeeze	4.202904613038951
pack	4.202080493184166
