get	6.5252451555228665
set	6.478506226952068
getting	6.377201213452945
running	6.363886032757557
lay	6.347446992524388
re	6.302535621453185
pulling	6.286069967364464
loose	6.256080766000682
run	6.2304575552373755
bust	6.226571483251782
anti	6.22108432788491
up	6.193957055483195
pull	6.146242362853204
fit	6.132267375182938
snap	6.092116694497862
gettin	6.085791695272522
popping	6.062240636753555
messing	6.0531258608437755
setting	6.0352089249760175
blown	6.012542240629474
kicking	5.987821080534094
stand	5.987317610353621
breaking	5.9757198619003455
spread	5.961991032746143
laying	5.957811957874123
kick	5.94284363457513
hit	5.926094687852049
blowing	5.905735808312423
sticking	5.900650346361756
roll	5.883693535351306
turning	5.875496524605575
stepping	5.870202599058409
riding	5.85638705992641
slip	5.856018423165462
will	5.850435771160548
stick	5.84557557337987
laid	5.843876375093561
fancy	5.842694231321955
gon	5.841471837512381
busting	5.831253880273502
cracking	5.824057710939783
whack	5.822556669452602
gotten	5.821593726066212
sneaking	5.812086386017536
cleared	5.793333908178305
popped	5.792287952177891
break	5.789026122136366
swinging	5.785695669855674
put	5.781752617039129
would	5.768762578451512
putting	5.764130091414548
turn	5.759015915955068
pre	5.75213485094292
hanging	5.750986092290254
fucking	5.750958723000458
flip	5.750243050978611
mess	5.747012471896261
haul	5.741451895698087
turned	5.74052958762122
drag	5.740523007213436
busted	5.727449126140618
picking	5.716174173602615
take	5.710889184244543
sneak	5.708454158134307
flipping	5.707601194566376
messed	5.697838380524706
shall	5.697772510432274
poke	5.696237775813795
pulled	5.695788223199594
out	5.689708566580848
cast	5.664452168419252
crashing	5.652316173678251
taking	5.652099576178797
down	5.651454512936209
poking	5.644872523454216
wrap	5.637087990725829
walked	5.633794321907275
squeeze	5.623643086029115
smack	5.620559652910124
shove	5.616338074288137
backed	5.615253374288558
blow	5.613906310193583
ride	5.612186409265468
cutting	5.607143305770021
ran	5.6064790111017
bring	5.598484532503207
moving	5.598138709377734
wo	5.594549522994274
fooling	5.594162635746956
cut	5.590135127181571
pushing	5.587990193047544
hooked	5.579498699206283
rolled	5.576904448555529
grind	5.556394144939026
twist	5.55567289715401
rushing	5.555190227762014
driven	5.549541430246878
blasted	5.548605961634204
bringing	5.546055031883698
carried	5.541178213869701
bent	5.53702663124211
hitting	5.534736764677426
beat	5.534388297136111
hooking	5.522436595512366
rack	5.521038850518942
sweep	5.51881199608953
bounce	5.516461059780645
clearing	5.514203043573851
held	5.508764762019043
reaching	5.50864711883088
screwing	5.505922588867978
draw	5.50246313016671
screw	5.501438149604782
bound	5.499223218314405
swing	5.498342683022492
holding	5.482532063953718
off	5.480498686579508
crank	5.4767115811197655
leading	5.4725015511207715
stretch	5.4705021553983855
runnin	5.466702475024654
dropping	5.463179789666268
bloody	5.4623011981530185
stir	5.461129864055435
creep	5.4595134685839195
bump	5.455597426812772
standing	5.449255902723768
sucker	5.448601605909276
creeping	5.446811442176722
throw	5.445056641784426
throwing	5.444672858833373
hook	5.443529371910742
stood	5.439899507209558
make	5.4228255826524
jacked	5.42219367694736
rolling	5.421204807419633
lined	5.419508452004026
winding	5.418522458227979
drawn	5.418301319977816
tear	5.411800088751489
rode	5.411697562498068
grinding	5.4106004415160935
kicks	5.409701152250506
hustle	5.406138528795944
move	5.4050286039047
swept	5.402099625815849
knock	5.401019485416041
kept	5.400412245089866
burst	5.3986712585305705
